draw,rebalance_date,macro_source_date,temperature,max_tokens,parse_ok,inflation,growth,credit_stress,policy,risk_appetite,latency_s,error,reply_text
250,2020-03-02,2020-02-29,0.0,2048,False,,,,,,22.42,,"We need to interpret macro state: CPI yoy +0.85 (inflation high). hy_oas_z +0.43 (yield spread? hy_oas maybe high yield spread? Actually hy_oas is high yield OAS? Not sure. t10y2y_z -0.98 (10-year minus 2-year yield spread negative, indicating steepening? Actually t10y2y is the 10-year minus 2-year yield spread; negative means 10-year yield lower than 2-year, steepening? Usually a negative spread indicates steepening, which is a sign of tightening or expectations of higher rates? Actually a negative 10-2 spread indicates steepening, which is often associated with expectations of higher rates or stronger growth. But here it's negative large magnitude -0.98. So policy is tightening? Let's think.

We have five axes: inflation, growth, credit_stress, policy, risk_appetite.

We need to map macro state to loadings.

Inflation: CPI yoy +0.85 => high inflation => loading positive, maybe +0.8.

Growth: hy_oas_z +0.43. hy_oas maybe high yield OAS? Actually hy_oas could be ""high yield OAS"" which is a measure of credit spread. But maybe hy_oas_z is a measure of growth? Not sure. Could be ""high yield OAS"" which is a credit spread measure. But we have separate credit_stress axis. So hy_oas_z might be growth? Actually hy_oas_z could be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""credit_stress""? Let's think: hy_oas_z: maybe ""high yield OAS"" is a measure of credit spread, but we have credit_stress axis. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z could be ""high yield OAS"" which is a measure of credit spread, but we have credit_stress axis. So hy_oas_z might be ""growth"" or ""policy""? Let's think: hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Let's think: hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" or ""policy""? Actually hy_oas_z might be ""high yield OAS"
317,2020-03-02,2020-02-29,0.0,2048,True,0.9,0.4,0.9,0.8,-0.7,10.7,,"{""inflation"": 0.9, ""growth"": 0.4, ""credit_stress"": 0.9, ""policy"": 0.8, ""risk_appetite"": -0.7}"
340,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.7,-0.6,-0.7,5.57,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.7, ""policy"": -0.6, ""risk_appetite"": -0.7}"
344,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.9,0.7,-0.6,5.11,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.6}"
337,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.6,0.7,-0.7,6.31,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.6, ""policy"": 0.7, ""risk_appetite"": -0.7}"
334,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.8,0.6,-0.7,6.64,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
330,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.8,0.6,-0.7,7.34,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
325,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.7,0.6,0.5,-0.7,9.64,,"{""inflation"": 0.85, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": 0.5, ""risk_appetite"": -0.7}"
347,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.5,-0.7,-0.6,6.12,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.5, ""policy"": -0.7, ""risk_appetite"": -0.6}"
341,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.5,-0.7,-0.6,7.18,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.5, ""policy"": -0.7, ""risk_appetite"": -0.6}"
350,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.4,0.7,-0.5,5.43,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.4, ""policy"": 0.7, ""risk_appetite"": -0.5}"
339,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,-0.98,-0.6,7.8,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.43, ""policy"": -0.98, ""risk_appetite"": -0.6}"
349,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.7,0.8,-0.7,5.97,,"{""inflation"": 0.85, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": 0.8, ""risk_appetite"": -0.7}"
346,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.9,0.7,-0.8,7.37,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.8}"
358,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.3,0.6,0.7,-0.8,4.05,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.30,
  ""credit_stress"": 0.60,
  ""policy"": 0.70,
  ""risk_appetite"": -0.80
}
```
"
356,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.8,0.6,-0.7,4.41,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
355,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.8,0.4,0.6,-0.7,5.02,,"{""inflation"": 0.8, ""growth"": -0.8, ""credit_stress"": 0.4, ""policy"": 0.6, ""risk_appetite"": -0.7}"
348,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.4,0.8,-0.6,-0.7,7.83,,"{""inflation"": 0.85, ""growth"": 0.4, ""credit_stress"": 0.8, ""policy"": -0.6, ""risk_appetite"": -0.7}"
323,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.9,0.43,0.98,-0.8,13.14,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.90,
  ""credit_stress"": 0.43,
  ""policy"": 0.98,
  ""risk_appetite"": -0.80
}
```
"
352,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.5,0.4,-0.8,-0.6,7.31,,"{""inflation"": 0.9, ""growth"": -0.5, ""credit_stress"": 0.4, ""policy"": -0.8, ""risk_appetite"": -0.6}"
345,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.3,0.8,0.7,-0.6,10.21,,"{""inflation"": 0.8, ""growth"": -0.3, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.6}"
362,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.3,0.95,0.8,-0.9,6.54,,"```json
{
  ""inflation"": 0.90,
  ""growth"": -0.30,
  ""credit_stress"": 0.95,
  ""policy"": 0.80,
  ""risk_appetite"": -0.90
}
```
"
354,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.9,0.6,-0.7,8.36,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.9, ""policy"": 0.6, ""risk_appetite"": -0.7}"
381,2020-03-02,2020-02-29,0.0,2048,True,0.78,0.32,0.92,0.65,-0.71,3.22,,"```json
{
  ""inflation"": 0.78,
  ""growth"": 0.32,
  ""credit_stress"": 0.92,
  ""policy"": 0.65,
  ""risk_appetite"": -0.71
}
```"
353,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.7,0.4,0.2,-0.5,9.06,,"{""inflation"": 0.85, ""growth"": -0.7, ""credit_stress"": 0.4, ""policy"": 0.2, ""risk_appetite"": -0.5}"
368,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.4,0.6,-0.6,6.25,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.4, ""policy"": 0.6, ""risk_appetite"": -0.6}"
328,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.43,0.98,-0.8,14.43,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.43, ""policy"": 0.98, ""risk_appetite"": -0.8}"
365,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.5,0.8,0.6,-0.7,7.29,,"{""inflation"": 0.85, ""growth"": -0.5, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
366,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.4,0.6,-0.7,7.06,,"```json
{
  ""inflation"": 0.8,
  ""growth"": -0.7,
  ""credit_stress"": 0.4,
  ""policy"": 0.6,
  ""risk_appetite"": -0.7
}
```
"
360,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,-0.5,-0.7,8.38,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": -0.5, ""risk_appetite"": -0.7}"
357,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.3,-0.2,-0.4,8.68,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.3, ""policy"": -0.2, ""risk_appetite"": -0.4}"
367,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.9,-0.7,-0.5,7.13,,"{""inflation"": 0.85, ""growth"": -0.6, ""credit_stress"": 0.9, ""policy"": -0.7, ""risk_appetite"": -0.5}"
372,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.9,0.7,-0.8,6.65,,"{""inflation"": 0.85, ""growth"": -0.6, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.8}"
351,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.2,0.1,0.5,0.3,10.92,,"{""inflation"": 0.85, ""growth"": -0.2, ""credit_stress"": 0.1, ""policy"": 0.5, ""risk_appetite"": 0.3}"
374,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.9,0.6,-0.7,5.97,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.9, ""policy"": 0.6, ""risk_appetite"": -0.7}"
369,2020-03-02,2020-02-29,0.0,2048,True,0.88,-0.45,0.82,0.68,-0.57,7.72,,"{""inflation"": 0.88, ""growth"": -0.45, ""credit_stress"": 0.82, ""policy"": 0.68, ""risk_appetite"": -0.57}"
370,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,-0.98,-0.7,8.29,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.43, ""policy"": -0.98, ""risk_appetite"": -0.7}"
375,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,-0.6,-0.7,7.04,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": -0.6, ""risk_appetite"": -0.7}"
371,2020-03-02,2020-02-29,0.0,2048,True,0.7,-0.6,0.5,-0.8,-0.6,8.69,,"{""inflation"": 0.7, ""growth"": -0.6, ""credit_stress"": 0.5, ""policy"": -0.8, ""risk_appetite"": -0.6}"
377,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.3,0.9,0.7,-0.6,6.78,,"{""inflation"": 0.8, ""growth"": -0.3, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.6}"
383,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.4,-0.6,-0.4,5.3,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.4, ""policy"": -0.6, ""risk_appetite"": -0.4}"
359,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.4,-0.9,-0.6,10.79,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.4, ""policy"": -0.9, ""risk_appetite"": -0.6}"
361,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.9,0.4,0.9,-0.8,10.71,,"{""inflation"": 0.85, ""growth"": -0.9, ""credit_stress"": 0.4, ""policy"": 0.9, ""risk_appetite"": -0.8}"
380,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.4,-0.6,-0.4,7.2,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.4, ""policy"": -0.6, ""risk_appetite"": -0.4}"
386,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.9,0.8,-0.7,4.21,,"{""inflation"": 0.85, ""growth"": -0.6, ""credit_stress"": 0.9, ""policy"": 0.8, ""risk_appetite"": -0.7}"
389,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.5,0.7,-0.8,3.7,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.5, ""policy"": 0.7, ""risk_appetite"": -0.8}"
373,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,0.6,-0.6,8.59,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": 0.6, ""risk_appetite"": -0.6}"
364,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.9,0.4,0.9,-0.8,11.15,,"{""inflation"": 0.85, ""growth"": -0.9, ""credit_stress"": 0.4, ""policy"": 0.9, ""risk_appetite"": -0.8}"
384,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,-0.5,-0.7,6.13,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.8,
  ""credit_stress"": 0.43,
  ""policy"": -0.5,
  ""risk_appetite"": -0.7
}
```
"
363,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.6,0.7,0.4,-0.5,11.36,,"{""inflation"": 0.9, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": 0.4, ""risk_appetite"": -0.5}"
378,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.4,0.9,-0.6,8.61,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.4, ""policy"": 0.9, ""risk_appetite"": -0.6}"
396,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.65,0.9,0.7,-0.75,4.0,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.65,
  ""credit_stress"": 0.90,
  ""policy"": 0.70,
  ""risk_appetite"": -0.75
}
```
"
390,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.2,-0.3,0.6,-0.5,4.88,,"{""inflation"": 0.8, ""growth"": 0.2, ""credit_stress"": -0.3, ""policy"": 0.6, ""risk_appetite"": -0.5}"
388,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,-0.2,-0.7,5.16,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.43, ""policy"": -0.2, ""risk_appetite"": -0.7}"
393,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,0.6,-0.8,4.45,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": 0.6, ""risk_appetite"": -0.8}"
385,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.8,0.7,-0.8,6.24,,"```json
{
  ""inflation"": 0.8,
  ""growth"": -0.6,
  ""credit_stress"": 0.8,
  ""policy"": 0.7,
  ""risk_appetite"": -0.8
}
```"
392,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.4,0.9,0.7,-0.6,4.81,,"{""inflation"": 0.8, ""growth"": 0.4, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.6}"
400,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.9,-0.6,-0.5,3.7,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.9, ""policy"": -0.6, ""risk_appetite"": -0.5}"
397,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,0.6,-0.7,5.15,,"```json
{
  ""inflation"": 0.8,
  ""growth"": -0.6,
  ""credit_stress"": 0.7,
  ""policy"": 0.6,
  ""risk_appetite"": -0.7
}
```
"
399,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.9,0.43,0.7,-0.7,4.85,,"{""inflation"": 0.85, ""growth"": -0.9, ""credit_stress"": 0.43, ""policy"": 0.7, ""risk_appetite"": -0.7}"
379,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.6,0.6,-0.9,10.51,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.6, ""policy"": 0.6, ""risk_appetite"": -0.9}"
395,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.5,0.7,-0.6,6.08,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.5, ""policy"": 0.7, ""risk_appetite"": -0.6}"
402,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.9,0.7,-0.6,4.43,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.6}"
401,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,0.4,-0.7,5.46,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": 0.4, ""risk_appetite"": -0.7}"
413,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.4,0.5,-0.7,-0.6,3.62,,"{""inflation"": 0.8, ""growth"": 0.4, ""credit_stress"": 0.5, ""policy"": -0.7, ""risk_appetite"": -0.6}"
409,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.8,0.4,-0.9,-0.7,4.55,,"{""inflation"": 0.8, ""growth"": -0.8, ""credit_stress"": 0.4, ""policy"": -0.9, ""risk_appetite"": -0.7}"
394,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,0.6,-0.4,7.6,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": 0.6, ""risk_appetite"": -0.4}"
414,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.5,0.8,0.6,-0.7,4.33,,"{""inflation"": 0.85, ""growth"": -0.5, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
404,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.8,0.6,-0.7,-0.8,6.03,,"{""inflation"": 0.8, ""growth"": -0.8, ""credit_stress"": 0.6, ""policy"": -0.7, ""risk_appetite"": -0.8}"
410,2020-03-02,2020-02-29,0.0,2048,True,0.78,-0.52,0.91,0.68,-0.63,5.54,,"{""inflation"": 0.78, ""growth"": -0.52, ""credit_stress"": 0.91, ""policy"": 0.68, ""risk_appetite"": -0.63}"
387,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,-0.6,-0.7,9.44,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": -0.6, ""risk_appetite"": -0.7}"
422,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.4,0.9,-0.8,3.91,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.4, ""policy"": 0.9, ""risk_appetite"": -0.8}"
403,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.8,0.7,-0.6,6.88,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.4,
  ""credit_stress"": 0.8,
  ""policy"": 0.7,
  ""risk_appetite"": -0.6
}
```
"
